"category","id","kabupaten","kecamatan","kelurahan","nama_tempat","alamat","daya_tampung","koordinator","no_hp","dokumen","keterangan","lat","lon","created_at","updated_at","deleted_at"
"Dalam Observasi","1177","KAB. NGANJUK","NGANJUK","Ganungkidul","SDN 1 Ganungkidul","Jln Merdeka Kelurahan Ganungkidul ","20 Tempat Tidur","Toni Soesanto,S.STP,M.Si","","","","-7,6042983","111,9042519","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1178","KAB. NGANJUK","NGANJUK","Kedungdowo","SDN Kedungdowo","Ds Kedungdowo  ","15 Tempat Tidur","Karji ","085231015746","","","-7,57224","111,9079713","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1179","KAB. NGANJUK","BAGOR","Buduran","SDN 1 Buduran","Dsn. Buduran Ds.Buduran ","20 Tempat Tidur","Gunadi","085203522466","","","-7,5722358","111,8751403","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1180","KAB. NGANJUK","BAGOR","Selorejo","Balai Desa","Dsn. Selorejo Ds. Selorejo ","10 Tempat Tidur","Sudarmanto","081213054446","","","-7,5756011","111,8637944","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1181","KAB. NGANJUK","BAGOR","Guyangan","Kantor Kelurahan","Jl. Tamanan Kel. Guyangan   ","20 Tempat Tidur","Eko Mudjianto ","081319506218","","","-7,5847451","111,8612133","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1182","KAB. NGANJUK","BAGOR","Kutorejo","SDN 1 Kutorejo","Ds. Kutorejo Ds. Kutorejo ","20 Tempat Tidur","Suparno SH.085230407899","","","","-7,5834113","111,9250836","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1183","KAB. NGANJUK","LOCERET","Bajulan","SDN 1 Bajulan","Rt. 02 Rw. 05 Dsn. Pogoh Desa Bajulan  ","10 Tempat Tidur","Lauzi ","082141371099","","","-7,7574116","111,8582396","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1184","KAB. NGANJUK","LOCERET","Ngepeh","SDN 2 Ngepeh","RT. 01 RW. 04 Ds. Ngepeh  ","25 Tempat Tidur","Margono","081331003081","","","-7,7574059","111,7903874","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1185","KAB. NGANJUK","LOCERET","Loceret","Gedung UDKP","Jln. P. Tendean RT. 04 RW. 04 Desa Loceret  ","10 Tempat Tidur","Ibnu Aziz","08563628870","","","-7,6451859","111,8901013","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1186","KAB. NGANJUK","LOCERET","Kwagean","TK PAUD","Rt.01 Rw.03  Desa Kwagean  ","20 Tempat Tidur","Wiwik W","081230207894","","","-7,6488582","111,8850698","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1187","KAB. NGANJUK","LOCERET","Kenep","SDN 1 Kenep","Dsn. Kenep Desa Kenep ","10 Tempat Tidur","Joko Susanto","081359734042","","","-7,6488568","111,8850698","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1188","KAB. NGANJUK","LOCERET","Tanjungrejo","TK PAUD","RT. 05 RW. 02 Ds. Tanjungrejo  ","10 Tempat Tidur","Patoni SH","081232218677","","","-7,6186821","111,8887027","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1189","KAB. NGANJUK","LOCERET","Tekenglagahan","SDN 1 Tekenglagahan","RT. 02 Rw. 04 Ds. Tekenglagahan  ","4 Tempat Tidur","Dody W. ","081234293025","","","-7,6549927","111,8792378","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1190","KAB. NGANJUK","LOCERET","Godean","Balai Desa","RT. 003 RW. 001 Ds. Godean  ","25 Tempat Tidur","Supriadi","082330251236","","","-7,5966312","111,8152702","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1191","KAB. NGANJUK","LOCERET","Tempelwetan","Balai Desa","RT. 03 RW. 02 Desa Tempelwetan ","5 Tempat Tidur","H. Subandi","081252246700","","","-7,6546117","111,8779484","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1192","KAB. NGANJUK","LOCERET","Patihan","Gedung PAUD","RT. 13 RW. 05 Ds. Patihan ","5 Tempat Tidur","Suntari","081234367994","","","-7,6516684","111,9035303","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1193","KAB. NGANJUK","LOCERET","Sukorejo","Balai Desa","RT. 06 RW. 01 Desa Sukorejo ","3 Tempat Tidur","T. Margono","081334224993","","","-7,6516669","111,8772654","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1194","KAB. NGANJUK","LOCERET","Mungkung","TK PAUD","RT. 04 RW. 01 Desa Mungkung ","4 Tempat Tidur","Fiqih","082233719249","","","-7,6623097","111,9176037","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1195","KAB. NGANJUK","LOCERET","Sombron","SDN 1 Sombron","Jln, Argopuro 01 RT. 04 RW 01 Ds. Sombron ","5 Tempat Tidur","Agus Harsono","081316424946","","","-7,6233465","111,8988288","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1196","KAB. NGANJUK","LOCERET","Nglaban","SDN 1 Nglaban","RT.03 RW. 06 Ds. Nglaban ","5 Tempat Tidur","Hariyanto","081359765771","","","-7,6234931","111,9226315","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1197","KAB. NGANJUK","LOCERET","Jatirejo","SDN 1 Jatirejo","RT. 03 RW. 02 Ds. Jatirejo ","5 Tempat Tidur","Suwadi","081328690158","","","-7,6173568","111,8843937","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1198","KAB. NGANJUK","LOCERET","Gejagan","SDN Gejagan","RT. 03 RW. 02 Ds. Gejagan  ","10 Tempat Tidur","Dedi Nawan MK","081234498177","","","-7,6173567","111,8778276","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1199","KAB. NGANJUK","LOCERET","Macanan","SDN 1 Macanan","RT. 05 RW. 02 Desa Macanan  ","50 Tempat Tidur","M. Soib","081252258599","","","-7,7276415","111,8414638","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1200","KAB. NGANJUK","LOCERET","Sekaran","Gedung Serbaguna","RT. 01 RW. 04 Ds. Sekaran ","30 Tempat Tidur","Sujarwa S.Pd","081359527707","","","-7,7250137","111,7363923","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1201","KAB. NGANJUK","LOCERET","Genjeng","SDN 2 Genjeng","RT.03 RW. 03 Ds. Genjeng  ","15 Tempat Tidur","Lausin","081231422714","","","-7,7017511","111,8845807","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1202","KAB. NGANJUK","BERBEK","Sengkut","Gedung Serbaguna","Jln. Dr. Soetomo 54 Ds. Sengkut ","6 Tempat Tidur","Cakra Irawan","082297588523","","","-7,6612547","111,8748221","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1203","KAB. NGANJUK","BERBEK","Balongrejo","SDN  Balongrejo","Ds. Balongrejo ","8 Tempat Tidur","Warsito ","081359147385","","","-7,6296","111,8626205","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1204","KAB. NGANJUK","BERBEK","Mlilir","Gedung Serba Guna"," Jln. Ir.Basuki Rahmat No 1 Ds. Mlilir ","8 Tempat Tidur","Moch.Sodiq ","081333868332","","","-7,6675698","111,8698177","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1205","KAB. NGANJUK","BERBEK","Tiripan","Gedung PAUD","RT 5 RW 2 ,Ds.Tiripan ","4 Tempat Tidur","Marijo ","081252833005","","","-7,6304952","111,870273","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1206","KAB. NGANJUK","BERBEK","Semare","SDN 2 Semare","Jl Berbek - Sawahan Ds. Semare ","6 Tempat Tidur","Joko Supriyanto ","0813555800700","","","-7,6823371","111,814916","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1207","KAB. NGANJUK","BERBEK","Bendungrejo","Sekolahan Paud","Jln. Umar Sidik No,1 Ds. Bendungrejo ","6 Tempat Tidur","Saifudin Jupri","081249769920","","","-7,678698","111,873254","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1208","KAB. NGANJUK","BERBEK","Sumberwindu","SDN 1 Sumberwindu","Jln. Sriwijaya no 143 Ds. Sumberwindu ","6 Tempat Tidur","Didin Purwoningsih ","082333227525","","","-7,653449","111,8688392","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1209","KAB. NGANJUK","BERBEK","Salamrojo","SDN 1 Salamrojo","Rt 13 Rw 05 Dsn Geneng Ds Salamrojo ","4 Tempat Tidur","M Salisun ","081318163942","","","-7,6810936","111,8076451","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1210","KAB. NGANJUK","BERBEK","Kacangan","SDN Kacangan","Jl Lurah Prawirodarmo Rt 002 Rw 004 Ds. Kacangan ","4 Tempat Tidur","Yuli S.E.","081259026637","","","-8,1370964","112,0034195","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1211","KAB. NGANJUK","BERBEK","Cepoko","SDN Cepoko","Jl Berbek - Sawahan No 9 Ds. Cepoko ","8 Tempat Tidur","M. Kholid Isykandar ","085231751037","","","-7,6773047","111,8244013","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1212","KAB. NGANJUK","BERBEK","Sendangbumen"," SDN Sendangbumen","RT 16 RW 06 Dsn Jabon Ds. Sendangbumen ","6 Tempat Tidur","Sutoyo ","081316832228","","","-7,6445383","111,8612631","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1213","KAB. NGANJUK","BERBEK","Berbek","SDN 1 Berbek","Jl Mayjend Supeno 113 Ds. Berbek ","6 Tempat Tidur","Mujihodo","082299162014","","","-7,6607872","111,8649957","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1214","KAB. NGANJUK","BERBEK","Patranrejo","SDN Patranrejo","RT 6 RW 2 Ds. Patranrejo ","12 Tempat Tidur","H. Sukidjo ","082140639354","","","-7,6374982","111,8699685","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1215","KAB. NGANJUK","SAWAHAN","Ngliman","Gedung PKK","Desa Ngliman ","20 Tempat Tidur","Imam Widodo ","082244882269","","","-7,7666028","111,7579122","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1216","KAB. NGANJUK","SAWAHAN","Sawahan","SDN II Sawahan","Dsn Bulurejo Ds. Sawahan ","20 Tempat Tidur","Edi ","081231169477","","","-7,766495","111,7316473","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1217","KAB. NGANJUK","SAWAHAN","Bareng","SDN I Bareng","Desa Bareng ","20 Tempat Tidur","Narto Wibowo","0813311285837","","","-7,766322","111,7316472","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1218","KAB. NGANJUK","SAWAHAN","Sidorejo","SDN I  Sidorejo","Dsn Jabung Desa Sidorejo ","20 Tempat Tidur","Sutriyono","08123442670","","","-7,7173847","111,774075","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1219","KAB. NGANJUK","SAWAHAN","Margopatut","SDN I Margopatut","Desa Margopatut ","20 Tempat Tidur","Kamituwo /","081334023092","","","-7,7173153","111,7675092","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1220","KAB. NGANJUK","SAWAHAN","Siwalan","SDN I Siwalan ","Dsn Pagu Desa Siwalan ","20 Tempat Tidur","Yusuf Sasmito ","085257806880","","","-7,7023948","111,777928","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1221","KAB. NGANJUK","SAWAHAN","Kebonagung","SDN III Kebonagung","Desa Kebonagung ","20 Tempat Tidur","Subandi ","081359744345","","","-7,6877337","111,8047","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1222","KAB. NGANJUK","SAWAHAN","Duren","SDN I Duren","Dsn Palgading Desa Duren ","20 Tempat Tidur","Kepala desa /","08123491711","","","-7,6876882","111,7883239","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1223","KAB. NGANJUK","SAWAHAN","Bendolo","SDN I Bendolo","Desa Bendolo ","10 Tempat Tidur","Agus","085231458468","","","-7,7236513","111,7248201","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1224","KAB. NGANJUK","KERTOSONO","Kepuh","Ruang SDN 1 Kepuh ","Jl Puntodewo Ds. Kepuh ","3 Tempat Tidur","Ibu Woro","081913013909","","","-7,5984115","112,09267","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1225","KAB. NGANJUK","KERTOSONO","Juwono","Balai Desa Juwono","Jln. Kelapa Gading No. 1 Ds. Juwono ","4 Tempat Tidur","Suparno","082233901142","","","-7,6388011","112,0936604","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1226","KAB. NGANJUK","KERTOSONO","Lambangkuning","Polindes Lambangkuning","Jl Raya Kertosono Lengkong Ds. Lambangkuning ","2 Tempat Tidur","Tri Wahyuni","081335909707","","","-7,5655996","112,0780195","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1227","KAB. NGANJUK","KERTOSONO","Tanjung","SDN 1 Tanjung","Jln Semeru  No 2 Ds. Tanjung ","2 Tempat Tidur","Ibnu Piyanto","085648915415","","","-7,6173367","111,9057506","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1228","KAB. NGANJUK","KERTOSONO","Bangsri","UKS SDN 1 Bangsri","Jl. Raya Bangsri Juwono Ds. Bangsri ","2 Tempat Tidur","H Rubai","081357971026","","","-7,624377","112,0936959","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1229","KAB. NGANJUK","KERTOSONO","Nglawak","Balai Desa Lama ","Jl. Abd. Fattah Ds. Nglawak ","4 Tempat Tidur","Muryanto","082231697746","","","-7,6015356","112,0842214","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1230","KAB. NGANJUK","KERTOSONO","Kutorejo","SDN 1 Kutorejo  ","Jln Supriadi No. 2 Ds. Kutorejo ","5 Tempat Tidur","Slamet Sunarto","085336750029","","","-7,5924642","112,1074418","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1231","KAB. NGANJUK","KERTOSONO","Kalianyar","Balai Desa","Jln Pendopo No . 02 Ds. Kalianyar ","3 Tempat Tidur","Abdul Mukhit ","082228952810","","","-7,6451568","112,0808813","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1232","KAB. NGANJUK","KERTOSONO","Drenges","Balai Desa","Jln. Sari No.2 Ds. Drenges ","3 Tempat Tidur","A. Saefud ","081335360281","","","-7,5839135","112,0927441","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1233","KAB. NGANJUK","KERTOSONO","Pandantoyo","Balai Desa","Ds. Pandantoyo ","2 Tempat Tidur","Marjuni","085257499180","","","-7,6389626","112,0800442","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1234","KAB. NGANJUK","KERTOSONO","Tembarak","Balai Desa","Ds. Tembarak ","2 Tempat Tidur","Yutin ","081335440826","","","-7,6143638","112,0970017","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1235","KAB. NGANJUK","BARON","Jekek","Ruang Pustu","Jl. Baron Lengkong Ds. Jekek ","3 Tempat Tidur","Johan","082244570789","","","-7,5786544","112,0572776","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1236","KAB. NGANJUK","BARON","Kemaduh","Kantor Pustu","Jl. Lengkong Dsn. Kemaduh Ds. Kemaduh ","3 Tempat Tidur","Hawwyn Duta","085259956225","","","-7,5880978","112,093129","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1237","KAB. NGANJUK","NGRONGGOT ","Kelurahan","Balai Ds. Kelurahan","Dsn. Kelurahan Ds. Kelurahan ","6 Tempat Tidur","Pujiono. S.Kep.Ns","082231459540","","","-7,6207365","112,0021934","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1238","KAB. NGANJUK","PACE","Gondang","SDN 2 Gondang","Rt. 17 Rw. 06 Ds. Gondang ","12 Tempat Tidur","Zaid ","081249771295","","","-7,6205178","111,949662","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1239","KAB. NGANJUK","PACE","Jatigreges","SDN 1 Jatigreges","Rt04 Rw01 Desa Jatigreges ","12 Tempat Tidur","Katimin","082298633880","","","-7,6815886","111,91203","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1240","KAB. NGANJUK","PACE","Joho","SDN 3 Joho","Jl. Raya Kediri Nganjuk Ds. Joho Desa Joho ","20 Tempat Tidur","Jumali","081330031700","","","-7,6974253","111,9233292","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1241","KAB. NGANJUK","PACE","Pacewetan","Gedung PKK Desa ","Desa Pacewetan ","2 Tempat Tidur","Fajar Nusantoro ","081287029224","","","-7,6813311","111,9433064","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1242","KAB. NGANJUK","PACE","Babadan","SDN 1 Babadan","Rt. 04 Rw, 09 Desa Babadan ","10 Tempat Tidur","Mansur ","085259977927","","","-7,7722481","111,6571317","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1243","KAB. NGANJUK","PACE","Batembat","SDN 1 Batembat","Rt. 02 Rw. 01 Desa Batembat ","20 Tempat Tidur","Ali Mahfud ","085232725679","","","-7,6442956","111,8744282","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1244","KAB. NGANJUK","PACE","Banaran","SDN 1 Banaran","Rt. 01 Rw. 07 Desa Banaran ","16 Tempat Tidur","Ali Mukarom ","081335404423","","","-7,5911379","112,1007004","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1245","KAB. NGANJUK","PACE","Bodor","SDN 1 Bodor","Rt. 04 Rw. 01 Desa Bodor ","6 Tempat Tidur","Darmadi ","081259147921","","","-7,6685518","111,9149766","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1246","KAB. NGANJUK","PACE","Jetis","SDN 2 Jetis","Rt. 02 Rw. 01 Desa Jetis ","16 Tempat Tidur","Jasmadi ","082332903586","","","-7,668466","111,9149766","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1247","KAB. NGANJUK","PACE","Kecubung","Gedung TK dan Paud","Jl. Artikan 18 Rt 05 Rw. 02 Desa Kecubung "," 4 Tempat Tidur","Aries Purnomo ","081259299609","","","-7,6519981","111,9249377","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1248","KAB. NGANJUK","PACE","Ngringin","SDN 3 Ngringin","Dsn. Sumberejo Desa Ngringin ","1 Tempat Tidur","","085232816083","","","-7,6516138","111,7936037","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1249","KAB. NGANJUK","PACE","Balongasem","SDN Balongasem","Dsn. Balongasem Ds. Balongasem  ","1 Tempat Tidur","Kudori","081235573810","","","-7,5175301","112,0845727","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1250","KAB. NGANJUK","PACE","Jatipunggur","SDN 2 Jatipunggur","Desa Jatipunggur ","1 Tempat tidur","Kirtam ","085233940666","","","-7,5175034","112,0780066","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1251","KAB. NGANJUK","PACE","Prayungan","SDN 2 Prayungan","Desa Sumbersono ","1 Tempat tidur","Sumali ","082113653220","","","-7,5030873","112,0784384","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1252","KAB. NGANJUK","PACE","Banggle","SDN 4 Ketandan","Desa Banggle ","1 Tempat tidur","Aning ","081334553551","","","-7,496217","112,0410913","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1253","KAB. NGANJUK","PACE","Sumberkepuh","SDN Sumberkepuh","Desa Sumberkepuh ","1 Tempat tidur","Nurul ","081331839940","","","-7,4958331","111,9097","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1254","KAB. NGANJUK","PACE","Kedungmlaten","SDN 1 Kedungmlaten","Desa Kedungmlaten ","1 Tempat tidur","Iin Hindayati ","081259553554","","","-7,545522","112,0629622","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1255","KAB. NGANJUK","PACE","Pinggir","SDN Pinggir","Desa Pinggir ","1 Tempat tidur","Hermin ","081359210737","","","-7,4757378","112,082545","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1256","KAB. NGANJUK","PACE","Ngepung","SDN 2 Ngepung","Dsn Sendanggogor Desa Ngepung ","1 Tempat tidur","Enri ","081233112380","","","-7,5577371","112,0913243","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1257","KAB. NGANJUK","PACE","Sumbersono","SDN Sumbersono","Desa Sumbersono ","4 Tempat tidur","Tiwik ","081358834636","","","-7,5030873","112,0521742","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1258","KAB. NGANJUK","PACE","Sumbermiri","SDN 1 Ngepung","Desa Sumbermiri ","1 Tempat tidur","Eka ","082165051247","","","-7,4605111","112,0361133","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1259","KAB. NGANJUK","PACE","Jegreg","SDN Jegreg","Desa Jegreg ","2 Tempat tidur","Ina ","085237012935","","","-7,5213192","112,0907202","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1260","KAB. NGANJUK","WILANGAN ","Wilangan ","Aula Kec. Wilangan","Jl. Raya Madiun-Nganjuk ","10 Tempat tidur","Bapak Rinanto H","081333988533","","","-7,5945894","111,8032005","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1261","KAB. NGANJUK","WILANGAN ","Sudimoroharjo","Balai Desa Sudimoroharjo","Dsn. Ngemplak Desa Sudimoroharjo ","30 Tempat tidur","Bapak Totok K","08125926075","","","-7,664233","111,7819572","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
"Dalam Observasi","1262","KAB. NGANJUK","WILANGAN ","Ngadipiro","Balai Desa Ngadipiro","Dsn Ngadipiro Desa Ngadipiro ","20 Tempat tidur","Bu Karsupin","085200879175","","","-7,5999923","111,7905017","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00"
